id,puzzle,solution,clues,difficulty
68350,...4....5.518..9..8.2...........3...2......3.3.7.2..1..95.8.1.6...1.9.......4....,936471285751832964842695371584713692219568437367924518495387126628159743173246859,23,3.0
83996,....46..9.1.......4..7...3..3....9.....1..2.5..5....4.5.8.1.......8..574...3.2...,873246159612593487459781632234675918987134265165928743598417326321869574746352891,23,3.4
16811,...9....4.9.56....5..1.4.7..8.7...3......86....5...1..4...71.....3....4.1.24.97..,718923564294567813536184279681795432347218695925346187459871326873652941162439758,26,3.7
61827,..1..73.57....3.........4.2..9.2...3..59.8..7.62.3.5...28.........41...........9.,291647385784253916536189472179524863345968127862731549428396751957412638613875294,24,2.9
44851,.........8.59..72.....28.39.4.......9.1.....7..75..16...2..4..8.....2....5.83..4.,293475681815963724674128539546217893921386457387549162132654978468792315759831246,25,2.7
47070,3...7......82....4..263.....8...76..4.698.7..9...4.1........4.6...........152.3.7,359478261768215934142639875283157649416982753975346128527893416834761592691524387,26,2.7
97709,.7.4......9....2.....61..78....8.9.2...7...3...5.36.1.9........6...4.5...531.....,378452691196873254524619378731584962869721435245936817987265143612347589453198726,24,2.7
77505,1..9.....6...5.7..3..4.7.....5.28....1..9..2.7.2...5.....5..9.3.3............2.48,157986432684253791329417856945628317813795624762134589278541963431869275596372148,24,4.9
91350,.5..3......7.....8124........9.....5....65.2.8...2.743.3...6.........964.....9..7,658137492397642158124598376279384615413765829865921743932476581781253964546819237,24,3.3
61599,...89....1....5..83.976.....1...9......68.2....4..298..9..4.7.35...............46,452893167167425398389761452218359674975684231634172985891546723546237819723918546,25,3.7
28933,..69.7......5...6.27..68...5.2.7.1..7.......8.9......3...4.5.3.........9..3.1..56,356947281849521367271368945532876194764139528198254673617495832425683719983712456,25,4.5
94943,7...3......4.62.3..62..1....7...........1.56..4.6.89....5.2.8.1.2..7...6.......5.,751839642894762135362541789576293418289417563143658927635924871428175396917386254,25,2.8
57183,..2.4......1....9....8.941..93......1.6..4..5...7.183...4..32......5....5.....1..,962145387841637592357829416793582641186394725425761839674913258218456973539278164,24,3.1
94847,.......68.6...3.9...74....24...7...5.1.6.........5..1..4..8....7.3...4...81..2..6,134925768862713594957468132496871325215639847378254619649187253723596481581342976,24,4.2
1128,..2.1...8..7.6....9...87.3....3...7..634...91..8.....41.4..9.............5.....29,632914758817563942945287136491326875563478291278195364124759683389642517756831429,24,3.6
64162,..2..1.7..........9..674.1...1....2...7....6..8......3....85..61....345.3..2....9,842391675716528394953674218431856927527439861689712543294185736178963452365247189,24,3.0
42432,..5.1..7...4.....86...2..3.14...79..526..1..............1.6...39.31.5.4.....83...,895314276234796518617528439148637925526941387379852164481269753963175842752483691,26,2.8
81794,......2..84...1..9..2.6.......7.2.5.516.8..7...........9...7..1.....4.8...8.5...6,169478235845231769732965814984712653516389472327546198693827541251694387478153926,23,3.2
29550,8541..3.......2...1.........8..1...9.2..4..5.649.............93.1746.......8..7..,854197362976382514132654987583216479721943658649578231468725193317469825295831746,24,3.3
2588,....1....9.5.8.1..3.....7..1...5284..........7..3...2.26.4...5..7.1..........8..2,847516293925783164316249785193652847652874319784391526268437951479125638531968472,23,3.3
25324,5.......4..394..5......76..6..........8...3.....261..7..45...3.8...1....19...4..5,586123974273946158941857623617438592428795316359261487764589231835612749192374865,24,3.1
49811,1.9..4....6.....3.85....4..4...29..6..57.1.48...8....35..4..2....6.....9.1...5...,179354682264978135853162497438529716625731948791846523587493261346217859912685374,26,2.9
87077,.2......8.4319..7.....7....3....4.....4....1.592.......8..2.59..3...61....97...6.,721645938843192675965378421318264759674539812592817346186423597237956184459781263,25,3.5
99076,.......1.1...9.24..7..3..9.....678...........48...57...3925.4....7.......6...4...,923548617158796243674132598312467859795823164486915732839251476547689321261374985,23,3.9
32687,....14.2...........1..92.68...6..9....95....448......3......5.6.91.5.3..2........,968314725742865139513792468125643987639578214487129653374281596891456372256937841,23,3.8
96291,.9....1.7.24.8..3.1..4..8......5..6.3..7.45...........26.3.........6.92..5...7...,698532147724981635135476892947853261316724589582619473261398754473165928859247316,24,2.7
57516,8....2.7..91...2......8....1....6.3....7..9..62...1...9...4.8....4.....5.8..5..21,853412679491675283762389154147896532538724916629531748915243867274168395386957421,24,2.9
46998,....2....3.5.7.4..2.......673..8....1....934.5...6..89......5...7..36........79..,861324795395678421247195836739481652186259347524763189613942578978536214452817963,24,4.7
72877,4.......78...7..5.3.61...4......4...5..8.7.3...235..1...8...3..2..........9..6..5,425963187891472653376185249937614528514827936682359714768541392253798461149236875,24,2.7
39204,8..51.....3...4....947....3.5......1..8...697.23.......4...7..9...925.3........1.,867513942135294876294768153756849321418352697923671485342187569681925734579436218,25,4.0
28103,.2.8..4.1.8.17..2...6........1...25.5...4..7..63......4...6.......5.9......21....,327895461984176325156423897741938256598642173263751948419367582632589714875214639,23,2.9
60810,32.....5.7..81.........7..1...324.1.....7..9...3........2..5..7.6..49....1....4..,321496758754813629698257341579324816146578293283961574432185967865749132917632485,23,2.7
16081,8.........2...51.4..1.6....6.8........5..64.8.7.9....6...8....9.92.1....4..2..3..,864132795329785164751469283648571932915326478273948516137854629592613847486297351,24,3.1
48126,3..1...26.8..5.4.9....9......26....4.5..79..........8...85.12........7...41..8...,395147826186253479427896351712685934854379162639412587978561243563924718241738695,24,3.2
39841,.6.9.14...7.5.4..2.....39....8..95.........293..2..86..3.......5.....2.86..3...57,863921475971564382452783916728619543146835729395247861237158694519476238684392157,27,2.7
66392,........1.3.1.26.8..478.....21...4.3.....8...7.93..5..3...2.1.5.5..7.........9...,285693741937142658614785239821957463543268917769314582398426175452871396176539824,25,3.9
49851,4.3...75....9......5.7...3.9....6..118........26....4.....3..6...4...5..59.8.....,413628759768953124259714638945386271187542396326179845871435962634291587592867413,23,2.7
46663,...7...19.....52.4..4...573....971...17.6....48.......795.....1..28..39....5..7..,653742819871935264924186573236497158517368942489251637795623481162874395348519726,28,3.3
40867,9....3.....248...7.7..9..6.........1.5.7.2......9..23.8...3.7..74......5.......18,965173842312486957478295163294368571153742689687951234821534796746819325539627418,24,2.8
9826,21.....4...8..3.6....2..8.969....75...3.4..9...25......4.6.......78.........9...4,216987345978453162435261879694328751753146298182579436849632517567814923321795684,24,3.1
68065,...41..9...2.6.7..3....8...4..1.9.6...6...5.7.8......4.49.......6..5....1..2.....,657413892812965743394728156425179368936842517781536924549687231268351479173294685,23,5.0
28327,........7.5..61..3...7..9.......81..5.1...43.7....4..9...4.....645..3.....3.8...2,319842567457961283286735914964328175521697438738154629872419356645273891193586742,24,3.4
40702,......7.9.972....4........51..48..9..68..2....4.1.5...92.7..84.7......1......3...,832514769597268134416397285175486392368972451249135678923751846784629513651843927,25,2.6
88723,.982....5..6.....1.1.4..73.....79....6.3....7..154....2.....4......9..6..3.......,398217645746935281512486739823679154465321897971548326259163478184792563637854912,23,2.9
33901,.....8.1..2..1...636....5....4...9..5.6.....778..5..2...3.64.7......5.4......72.9,957628413428513796361479582234786951516942837789351624893264175672195348145837269,26,3.4
35946,.....9..8..93..72..3.2.........54.91..29......1.82.6....1....353.........8.53..4.,627149358149385726538276419873654291462917583915823674791462835354798162286531947,26,3.7
35027,.....9.3..2.361.5.....2....78......4..3...59.46.9..28..7..3..1.6..4........5.....,158749632927361458346825179789152364213684597465973281574238916631497825892516743,25,2.6
57910,...6.21....237...8.91......5..2.....3....56.4..9...35.4..7...9......4.6.....5....,843692175652371948791548236564237819387915624129486357418763592935824761276159483,24,3.0
27436,..49.........5.934....8....5.3.16........5.7.17.......6..12.........3.96..2..9.48,234967815867251934915384627593716482426895371178432569649128753781543296352679148,25,2.6
21822,......3.....4.6.7..74.5..96145...2....9..1......8......56......2.3.8...9.....2..7,561978324932416578874253196145769283689321745327845961756194832213687459498532617,24,3.7
6738,..89..7...3.5.8.....5.....86..2...131...4..7.3...568..5...6.14...........7..2....,268934751931578462745612398654287913182349675397156824529863147413795286876421539,25,3.0
21229,......3.4.9.......5.8....76.2...6..83..27815.9.....6.....852......49...341.......,276589314193764582548123976725916438364278159981345627639852741857491263412637895,26,3.5
74952,7...4...........5.1.5.9.3.85.....2....8....799....8..4.6.3..........9..7...57...1,783245196496183752125697348574961283618432579932758614867314925351829467249576831,23,3.7
52599,4....31...6..785.........32......4.1..3..985.85...7.6..7..51......6.......8......,497523186362178549581946732726835491143269857859417263674351928915682374238794615,24,3.1
73178,....1.8..5.1...7...623..........2.5129......7..4.5.........867....539....4...7..9,479215863531986724862374915386792451295461387714853296953148672627539148148627539,25,2.6
48505,..8.12..4.....59.....6.43....5.73...........2..9.2...75.........1.8..4.5.6....79.,698312574423785916751694328285173649376948152149526837537469281912837465864251793,24,2.9
15165,471..2.5...2.1.9..8..........6..97.....43..29....58.....3.....728......4...3.5...,471892356632517948895643271346129785758436129129758463513284697287961534964375812,25,2.6
72608,.69.....5.2.6...4...1.4....5...3...9..6..1..7..7...5...1.2..3.....5.4.8.28...9...,469183275728695143351742896542837619836951427197426538915278364673514982284369751,25,3.7
72203,..95.2...7...4.6....2....1..8...4....7.2..8..9...15.6.3..4.....4......58..6..79..,169572483753148692842936715281764539675293841934815267328459176497621358516387924,25,5.7
5013,.1...3.952..9.8.....45....7.4..21....3....6......5..7........298...9...6...7.2...,618273495275948163394516287746321958539487612182659374461835729827194536953762841,24,2.6
20232,43.9.7..6.1..6..2......1.......8...7...7.948.......56.9.4....3..7...4...8.2......,438927156517368924296541378349685217625719483781432569954276831173854692862193745,24,5.4
28696,..9.8.6...6...3.95...1.....4....2.8..3.4....19...6.5..6.4....3..239..7..79.......,349587612167243895285196374416352987538479261972861543654728139823914756791635428,26,3.1
69381,....9..87.........86.2..1....6.7...54..3.52......8..4..2.84....3....1..4......93.,213594687795618423864237159986472315471365298532189746629843571357921864148756932,24,3.8
57349,8.............9.1...5....62.4.1...98..2...3.5.........9..8..4....3.5.......26..8.,879612534264539817135487962347125698612798345598346271926871453783954126451263789,21,3.0
74736,....6.5...1.9...8.6.....9.3...27..9..43..5...1....9...2.45....1..5..8..2.........,439862517517934286628751943856273194943615728172489365264597831395148672781326459,23,3.3
2473,.25.7......9.4.........9.58..27......8...47.2.4..3....19.3......7..8..63......917,425876391819543276763129458932718645581694732647235189196357824274981563358462917,26,2.8
96589,.7.9...4....75...982.......3....81.....27.....87..6.....4..53.8......9.....39.2..,573982641641753829829461735392548167165279483487136592914625378236817954758394216,24,4.1
29145,5...89.7...41.........6...2.2...61.....95..87.........8....7..6.3....79...52.....,562489371794123568183765942428376159316952487957814623849537216231648795675291834,23,2.6
7578,..2..8..33....16.......215........3.87.......45..29....1...5......8...7.....3..69,162958743385741692947362158291587436876413925453629817619275384534896271728134569,23,3.0
98266,..72.9....8....2..9..5....4.4.....1.6.......9..87..56.8.........3..7.6....9..21.7,417239856385467291926518734742695318653821479198743562874156923231974685569382147,24,2.7
99142,3......5..1..3.4..4..7...9323.6.......5....8...8.1..797....4.3....2..........95..,376942851519836427482751693237698145195427386648315279761584932954263718823179564,24,3.3
78803,..7..8....4...261..2.436.87......86.6.4.....3.....5..41.........5.1.4.....3.89...,967518432348792615521436987215347869684921573739865124196253748852174396473689251,26,2.8
92519,...7.....1.5...8...68..........2.9.....6.1.7....3.9..6.5....4....61....9273.4..6.,329758614145296837768413295637524981594681372812379546951867423486132759273945168,24,3.6
39689,.6.1.7.5.5.........9.45.2...7...2.93..9.4..........87.1......4..23...6...46.3....,362187954514329786798456231675812493289743165431695872157268349923574618846931527,25,4.3
91200,6.....2....7.9.4...9.....1...8.653.....32.5...1........5...7.2....9....79.2.4..85,685134279137298456294576813428765391769321548513489762356817924841952637972643185,25,3.3
73063,...8.6.7...41...9.....93.6...5.....99.6.......4.6...822....13...7..3.....1...7...,192846573634175298857293461725318649986724135341659782269481357478532916513967824,24,2.6
15151,..7......9...817.4.....5.......2..4..2..54839.48...6...5.2..3..6..........476....,417692583965381724283475961539826147726154839148937652851249376672513498394768215,25,3.1
88467,5....3.......2.498.46...5......1..37.8.3.5...9..7....52.4............7....5...314,529843176371526498846971523652418937487395261913762845234157689198634752765289314,25,2.6
86843,..7.6...3...2.1.8...4...2..89...21.4..2.85....7.1.....5.............34.5..65..7..,217968543359241687684357291893672154162485379475139826548716932721893465936524718,25,2.9
78723,..36......98......61...8...28...93.....34...9..5.1..4..4.....97.2...1..3..9.6...8,473695281598127634612438975284579316761342859935816742146283597827951463359764128,26,3.2
75801,5..7..18.6...4.......1.2.....5....7.8.3....46.67.....824.5....1.1..8..6..........,532796184671843259984152637195468372823971546467325918246537891319284765758619423,24,3.1
79777,..3.......61.8...74..39....5...46...67...13.2....7....14...5783................65,793162548261584937485397216532946871674851392918273654149625783356718429827439165,25,4.2
75779,......9..4..3.9...1...72.....2..3.8.7.9.....6.5...84..2.....5..8....7.4...5.6.7..,523486971467319852198572634642793185789145326351628497274831569816957243935264718,24,2.8
41747,.5.7...1917......3.9.......8...4.1..7.5..6..4...3..6.8...6...2.3...2.........4.61,654738219178269543293415786836947152725186934419352678541693827367821495982574361,25,2.8
4672,.1...64.9.45......6...1.3....7.58...3.........8297...........81....89.65.....2...,713826459845397612629514378497658123356241897182973546964735281231489765578162934,24,3.6
53660,.4...86.....1..7...239...5..3..9...2......17....3.45..6.4..32...7........8.6.....,947538621856142739123976854538791462469285173712364598694853217275419386381627945,24,4.2
37631,.....58.91...4.....7..28...2.78...9..3..........6..4.2..3.57.....2....1.98.....4.,324165879168749235579328164257814396436592781891673452613457928742986513985231647,24,3.5
26826,...1...32.4..6.......9..78.......27665...3......8.....2...3........1..95435......,598147632742368951163952784384591276657423819921876543219735468876214395435689127,23,3.1
37369,.7...5.2.1..74.....85....6..5...1..8..78.2...4...7..3....2.......3.1.8..........9,674985123132746985985123467259431678317862594468579231741298356593617842826354719,23,3.3
6017,..78..52....1..6..3.8.......7......4....8...1..2..5.9..9.427.8......3.7...1......,147836529259174638368259417875391264934682751612745893593427186486513972721968345,23,2.7
31704,........8....21...7.....361..879..5.3.4..6.9...2..8.....5.13..4...........6...5..,451367928863921745729845361618792453374156892592438617985613274247589136136274589,23,3.4
35217,...9..4....97....52...5..36..1..5..8..........983.67...3.....2..6.....41...2.8...,356982417149763285287154936671425398523897164498316752834671529762539841915248673,24,3.2
8042,..1..45.....3..9.772.6..8..3..5....1.....2....95...7....6.....2...7.8..51......7.,981274536564381927723659814348597261617832459295146783876915342432768195159423678,24,2.6
1934,...8.....2....53.8......765..9......86..14......7.8.9......154...1.8..7.3.25.....,615873429297645318438129765179256834863914257524738196786391542951482673342567981,25,4.9
32728,..3...48.7.2......98.3........9....4.46.58..73......1.2.8..9.6.....2.7..5........,653712489712894356984365172875931624146258937329647815238479561461523798597186243,24,2.6
27882,..6.2........7..24......8133...91....59.....2..28.5...9.4.......7.....9...3.47...,136428957895173624427659813348291576659734182712865349964512738271386495583947261,24,3.8
40408,..3.9...4.2.7...1.5....8.3..9.6.....8.......16.728.4....6.7...2....5...3...9..5..,783195264429763815561428937195647328842539671637281459956374182214856793378912546,25,3.2
18013,....8.5..2.5.97.3..13.....7..1..2..4.7..53....9..........4..186........3..7......,764381529285697431913524867831762954472953618596148372329475186658219743147836295,23,4.8
55180,...1....3...4..2..67.5....4...2.83.6.3...4..7.......9..53...6.872.8.....4.....972,849126753315487269672539184597218346138964527264375891953742618726891435481653972,27,4.2
16669,4.9......6..7.3.9....19..7.5...8...6.1.....89...6........3....482....7.5..5......,479825613681743592352196478593287146716534289248619357167358924824961735935472861,23,2.8
14524,.2...4795....1.........3.14...1...4.1.6..7.....759.......3.....49...........2.68.,321684795974215368568973214259136847136847952847592136682351479493768521715429683,23,3.0
77440,....3....1....538..2..1.....9.4..2.8........7.....16.....9.6...8......4.5.2..71..,986234571174695382325718964691473258238569417457821639713946825869152743542387196,22,3.1
94173,.7...3...6.....9871.2......71.2...4....4...18....3.....4....37.2...54.......6...9,879643125634521987152987634718296543963475218425138796546819372297354861381762459,24,4.2
67855,.763..8....3...5..4....2....4.6..1.....29.6.....71..9..9.1.....357....6...1...47.,576349812923871546418562739749683125135294687862715394694137258357428961281956473,26,2.6
19432,7...1......8.6...9..9.8..31.4.9..87........2..5684..9....5......81...5...6.......,735219684418763259629485731143952876897631425256847193374526918981374562562198347,24,3.4
29188,..13......8......962.1.4...........19...8.25...2.7..8....8..7..5..9..6...6..5..2.,791368542483725169625194837856243971947681253312579486234816795578932614169457328,24,3.0
74669,.2.1.75....6..3...........7.6...5.945.8.9......12.........5..3.8..3.6..99...7...1,429187563786543912153629487267835194548791326391264875614952738875316249932478651,25,2.6
1724,2...7...1..634.....38..2..5......73..12.....4..9..6..86.1.2........5.4.....8....7,294675381156348279738912645865491732312587964479236518641729853987153426523864197,25,2.6
28635,.3987...6.5....31.2......9......51...2.1...87.8.....3..9.2.6...8.5.39...6...1....,139872546758964312264351798473685129526193487981427635397246851815739264642518973,27,2.7
90748,...6..4....2.5..7...1...6..4......3.9184.2....3...5...2..9....8....7.24.....4.3.6,357691482692854173841327695425769831918432567736185924264913758183576249579248316,25,3.2
66793,..7............3.96.143............6.5.168.2......2.1..9..8...1.65..4.9.4....3...,937256184524871369681439275812547936359168427746392518293685741165724893478913652,24,3.1
35214,..1......7...9.......6..2.5.3...654.17..48...5.......682....6....32..4.......5.1.,361752894752894163489631275238976541176548329594123786825419637913267458647385912,24,4.5
11709,76..1..94.......8....7.9.52.7..5.....58.7..29..9..2......5.......1.......4...36..,765218394192435786834769152276954831358176429419382567623541978581697243947823615,24,3.3
25599,7.3.8...2.54......8.....6....7..4....1...2.97.2..5......6...12....2...89...4.3...,763189542154326978892547631637894215415632897928751364546978123371265489289413756,24,3.4
64522,....67.38...49.5...325.....8....46.....1...4.7.9.........3.6..5..7....8..2....1..,195267438678493512432518967813754629256189743749632851981346275567921384324875196,24,2.7
79953,.8....9....3....127.4..23..8......2..65.3..41..........9.2..5.......3..7...89....,682314975953687412714952368831546729265739841479128653396271584528463197147895236,23,2.9
84076,..196...2..9...7.8...7.1.........9..5.6.4......41.385.8....5..1....3......7...6..,781964532649352718253781469318526947576849123924173856862495371195637284437218695,24,3.5
8278,..3.5..8...96..2..8.7....953.....62.6....8.....4..97...162........71....4.......7,123957486549683271867142395395471628671328954284569713716235849938714562452896137,25,3.2
67773,...35...7....6.51...12.....5.6............9.83..7..4...2...3.....3.9.....4..8..91,469351287238967514751248639596824173174635928382719465925173846813496752647582391,23,4.0
3664,7..18........2.9152............9.64..9.4...2..256......7..3..........837..6...2..,753189462864327915219546783137295648698473521425618379972834156541962837386751294,24,4.3
88550,95.........6.2...823.8......45..7.9....53.1......4.7.........24.6............597.,958413267416729538237856419145687392879532146623941785591378624762194853384265971,23,3.6
67268,.....4...9...8..7.847.5........9..5...8......26...7..14.......2...8..635..56.....,653714928921386574847259163374198256518462397269537481436975812792841635185623749,23,3.2
13440,.45....8......9....1..8.4.2.6.9.....1583..2......4..7.5.3..6......1.2.........3.7,645273981832419756917685432764928513158367249329541678583796124476132895291854367,24,3.8
51503,....3...24.9...5.6..5.....8.1..8....6.2.1.........6..95...73...8..4..93...4..86..,186534792439827516275961348913285467642719853758346129591673284867452931324198675,25,2.8
52622,.....92......8..5..5..72.61..6.4........67.8..1....7..9.32............2...1...9.4,168539247427681359359472861736948512592167483814325796983214675645793128271856934,23,3.3
59059,2....4.1...9.3.....5.72..6..25...8..9.6...5...7.96......2.5.......1..423...4.....,263584719789631254451729368125347896936218547874965132642853971598176423317492685,25,2.6
37179,...8...3...21.69..........4.3...865298.7.......5....7............8..43..15..7..4.,541892736372146985869537124437918652986725413215463879624381597798254361153679248,24,3.2
23391,..8...16.....5.2..17.....8.4..6..8.15..3.9....824....3.6.7..9....4........1...4.8,248973165396158247175264389439625871517389624682417593863741952954832716721596438,26,3.4
44451,.7..41...8.5........3..7..6....5..91.3.6...7.9....85....81....4.....39.8.......6.,276541389895236417413987256782354691534619872961728543628195734157463928349872165,24,3.2
94483,.1..9...34..7..18.....6.5.4............2....7325.8..1.6.4.........4..8..1.3.56...,816594723459732186237168594761349258948215637325687419684921375592473861173856942,25,3.6
79344,......8..8..7...5...53....1..1...4..95..437.....6...85..4.6.........517..68....2.,619254837843716259725398641281579463956843712437621985574162398392485176168937524,25,2.6
31450,.....3...3.452..1.1.....5..........68.7....32..96....1..17...9.9.3.4........1.2.8,625193784374528619198467523512834976867951432439672851241786395983245167756319248,25,3.3
45613,6..8.1....73..6..........9..5..47..6...6....5.8.....17.1....8..4..52.........9.3.,694831572573296148128475693952147386741683925386952417217364859439528761865719234,23,2.6
69933,.....8.5..4.5...133..7......6......8..4...72...9..6....8.4....16..285..........3.,926138457748569213351742689562374198834951726179826345287493561613285974495617832,23,3.8
16776,..6.9....3..54..28.........4.2..71..............2857..189.....3..7..3..55......1.,846392571371546928925178634452937186798461352613285749189754263267813495534629817,24,2.6
1100,.4..7.36..1..6....5.....4.19........25..9......13...92...739........1.....5..46.3,842175369319468725576923481937512846254896137681347592168739254423651978795284613,25,2.7
71834,7......4...3.1.82....6.2...64..791...5.83...2.....4...........7574...6.33......8.,721385946463917825895642371642579138957831462138264759286493517574128693319756284,26,3.6
6231,..6.7.1......5..2......4..72..9..5..9.......3..57.1......1...8..52...614.8..4.7.2,436279158179358426528614937243986571917425863865731249794162385352897614681543792,26,3.0
15646,..4.5...........3......89.......9....8.7..15..2....3691...7...4..92.1....6......7,634957821895412736271638945516329478983746152427185369152873694749261583368594217,22,3.3
78279,..48.2...58.67...9....3......6.2.4.5.....516....1.............2.79.1.54.4....6..7,934852671581674239627931854816723495792485163345169728163547982279318546458296317,26,3.3
95391,....6....74..5.9..2..8..4.....6.3.45.....86.9.15.....8..1.7..6.........4.9.....2.,158469372743152986269837451982613745374528619615794238421975863537286194896341527,24,3.3
71712,9..4.8.134.8.1..7....972........1.3.3.5.9.7...41.....96....5..........4..7.36..5.,967458213428613975153972486296781534385294761741536829612845397539127648874369152,28,2.8
29182,396...5......6.3.....2.8.....4..5.3..1........7..2.6.9.5..9.....8..41...1.....8.7,396417528821569374745238196964185732213976485578324619457893261682741953139652847,24,2.6
22771,.....92...57..1..9.3.......7.3..4...8.....6.5....2.9....8.1.7..6..2..5.....6.38.1,184369257257481369936752418763594182829137645415826973348915726691278534572643891,25,2.7
56720,2.3....71.8..14...........53.....5..6.49..7....53...9...2.7.8......5.9.6....9..2.,263589471587214369941637285329768514614925738875341692192476853738152946456893127,25,2.9
3373,9...3......6.5.1..7...8.2...1.7.2...2...4.36....3....1......4385..........8..9..7,952134876846257193731986245613792584287541369495368721179625438564873912328419657,24,3.2
63018,7...9...5...54.........367...7...9.13.2..9......7..2.31...2....63..1....8......5.,783691425296547318451283679567832941342169587918754263174925836635418792829376154,24,2.6
56377,...1.28.......34.1.3..6.9....6.7..3.8..21.....1...62..284.5..1.5..6.......7......,645192873972583461138764952426875139853219647719346285284957316591638724367421598,26,3.4
41885,......1.5..3..74.........62...61...89..5.......2.....37.9.25....4...9....1..7....,826943175153267489497851362534612798971538246682794513769425831345189627218376954,22,2.9
24491,...7..6.5...9.....63....7.196...4.....8.......7..93.1..5......8...35.92...1.....7,124738695785916243639245781963184572418527369572693814256479138847351926391862457,24,3.0
30507,.7..192..4.5...........2..3.34.....2.1.5..9..7.....1......74.2...7.9.5.....6....4,873419265425367891169852473934781652618523947752946138586174329347298516291635784,24,4.9
64353,5....2.4..93.....6..86....2....7......71.6..4....9.3...7...8.2.4.......36..2...5.,561382947293741586748659132914873265357126894826594371175438629482965713639217458,24,3.9
6770,...72.8.......412.8....9.....1......3..97..4..483..71.6..5...7..3.....5.5.4...6..,415723896963854127872619534791248365356971248248365719689532471137486952524197683,26,3.0
79277,...2..6...1.8...9..49..6.3.....2......54892...2.3...........7..9...7...3..8..4.1.,583297641612843597749156832896721354135489276427365189354912768961578423278634915,24,3.1
17207,.38.......2.....6.79..4...86..9..8.3.....2.76..1...5.....835...56......9..7...13.,138576492425398761796241358672954813354182976981763524219835647563417289847629135,26,2.9
66918,.7.........43..92..9.2..4....8.7.....1....8..3...8..74.5...6..8..78.95....1...34.,273594681864317925195268437548971263716423859329685174452136798637849512981752346,26,3.4
6865,....8.3...1.5...4.59.6.......94..7..4......8...1..9.....681.9...2......8..796...4,764281395213597846598643172639458721472136589851729463346812957925374618187965234,25,2.6
66224,.....7.6.1.....5.....9...23....5.3....3.8..7.4....2...2.8........9628..4.51.....7,532847961197263548864915723786459312923186475415732896248571639379628154651394287,24,3.3
83164,...52..7.5.3........41...5...6.3.1...4...759.....84.6...98..2...65.....98........,981523476573468921624179358796235184348617592152984763439856217265741839817392645,25,3.0
99537,.3......12..4..97.5..6..8....214.7...5..83........7...3.1.......7...9..6...3....4,839725461216438975547691832982146753754283619163957248321864597478519326695372184,24,4.0
69829,7..3....482.451.......8..6......76299.2....7.......8..24.9...3...78.5.....9......,795362184826451397134789265418537629952618473673294851241976538367845912589123746,26,3.4
53824,.57..3..414.........2.5.8...6......88...74..2...2...45.....7.59...8..1......3....,657183294148792563932456871264519738895374612713268945481627359379845126526931487,24,2.6
5144,........7.8..2.9.6..3.81....32.7...5......8....7..34...245...6.....4......96..7..,245936187781425936963781254832174695416259873597863421124597368678342519359618742,24,3.6
99284,.3.91..........3....5.6..71......4.2...8.2.3....5...6..71........6.9.5..9.86....7,734915826169287345285364971893176452657842139412539768571428693326791584948653217,24,2.8
16445,........1..1.98..5.2...4......46.....8..7.2..679....4...5..37..9...5..8.2.....6..,496527831731698425528134967352469178184375296679812543865943712917256384243781659,24,4.5
99712,18.......5.....7..2.9..46......8.......7...9.7..4..5236..21...5.5..9..6.......2.9,183672954564938712279154638926385147345721896718469523697213485452897361831546279,25,3.0
31452,.3.....67....2...1..8.6.42..7.6.49.2...73.....4...28....32.......91......1..9..3.,234819567796425381158367429375684912982731645641952873563278194829143756417596238,26,2.9
39156,2.....3...5....6.2..4.381..3...15...69......1..1.....7....6.4.....479..8..8......,219657384853194672764238195387915246695742831421386957572863419136479528948521763,24,3.3
80504,2...4...7.......1..6.2.83....9...16..278.1...8...9....4..9.2...9....56......8..4.,293146857784539216165278394359724168627851439841693725438962571972415683516387942,25,4.9
48763,..8.97..54..6..83.69.3......79...4.3..1.8.5.....5......1.........691.........5.4.,138497265427651839695328714579162483341789526862543197714836952256914378983275641,25,2.8
84695,..5.7..2..3.2....6.4....1.....1...3.79..6...45.....6...6..15...3....94..2....3...,685471329137298546942356187426187935793562814518934672864715293371629458259843761,24,3.6
3226,.....8.....5.1.....8...9.4..4.2.7...63.....28..2.6..1....4.29..3.......7.......56,476538192925614873183729645541287369637941528892365714768452931354196287219873456,23,4.0
5071,...4..7.9.......5.4.6..718......6.7.7.2.9...5.4...3...1.82.....2.......7..5...81.,853461729917382654426957183539826471782194365641573298178235946294618537365749812,25,2.8
26888,..1..........7.83.6......2...87....3...9..51..5.1....63...584..96............4...,831429657249576831675831924198765243726943518453182796312658479964217385587394162,22,2.9
77811,1......3..6..8.....8...96......185..5..4......3..5.96...41...2561......3.........,159674238763281459482539617946318572527496381831752964394167825618925743275843196,23,3.0
41356,..2.9..78...42.....9.8.5....187.....9...3....5.7.....1...2..6..6.5...78.4......2.,142693578853427916796815432218756394964132857537984261381279645625341789479568123,25,3.4
95425,....7..2.2.6..1.8.......9.1..2......7.968..4.....9.23.....4..93.8...3..7...1.....,518479326296531784374268951852314679739682145461795238127846593685923417943157862,24,2.7
3800,5.3.2.9.......5.3..79....2.6.5....4..1...68.22.....1..3...5.......84.......6.7.14,583724961126985437479361528695218743714536892238479156347152689961843275852697314,26,4.5
14935,..56..72.....17...1.2...9.......32.....8.16..8...5...339........5..7.3...2..8...4,485639721936217458172548936517463289243891675869752143394125867658974312721386594,25,2.7
